evaluation_id,protocol_id,task_identity_id,dataset_artifact_id,suite_id,dataset_id,task_name,task_family,target,sample_unit,task_type,num_samples,endpoint,metric,direction,protocol,reference_url,audit_status,audit_notes
pathobench.exaone2025.cptac_coad.pik3ca-mutation,pathobench.exaone2025.cptac_coad.pik3ca-mutation,task.pathobench.cptac_coad.pik3ca-mutation,artifact.pathobench.cptac_coad,pathobench,cptac_coad,PIK3CA_mutation,mutation_prediction,PIK3CA_mutation,case,classification,94,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,"Protocol variant of pathobench.cptac_coad.pik3ca-mutation; shares task_identity_id and dataset_artifact_id but is kept separate because EXAONE reports macro-OvR AUROC for every classification task, including tasks whose current HF config uses bacc or weighted_kappa."
pathobench.exaone2025.cptac_coad.setd1b-mutation,pathobench.exaone2025.cptac_coad.setd1b-mutation,task.pathobench.cptac_coad.setd1b-mutation,artifact.pathobench.cptac_coad,pathobench,cptac_coad,SETD1B_mutation,mutation_prediction,SETD1B_mutation,case,classification,94,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,"Protocol variant of pathobench.cptac_coad.setd1b-mutation; shares task_identity_id and dataset_artifact_id but is kept separate because EXAONE reports macro-OvR AUROC for every classification task, including tasks whose current HF config uses bacc or weighted_kappa."
pathobench.exaone2025.cptac_coad.tp53-mutation,pathobench.exaone2025.cptac_coad.tp53-mutation,task.pathobench.cptac_coad.tp53-mutation,artifact.pathobench.cptac_coad,pathobench,cptac_coad,TP53_mutation,mutation_prediction,TP53_mutation,case,classification,94,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,"Protocol variant of pathobench.cptac_coad.tp53-mutation; shares task_identity_id and dataset_artifact_id but is kept separate because EXAONE reports macro-OvR AUROC for every classification task, including tasks whose current HF config uses bacc or weighted_kappa."
pathobench.exaone2025.cptac_gbm.egfr-mutation,pathobench.exaone2025.cptac_gbm.egfr-mutation,task.pathobench.cptac_gbm.egfr-mutation,artifact.pathobench.cptac_gbm,pathobench,cptac_gbm,EGFR_mutation,mutation_prediction,EGFR_mutation,case,classification,99,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,"Protocol variant of pathobench.cptac_gbm.egfr-mutation; shares task_identity_id and dataset_artifact_id but is kept separate because EXAONE reports macro-OvR AUROC for every classification task, including tasks whose current HF config uses bacc or weighted_kappa."
pathobench.exaone2025.cptac_gbm.immune-class,pathobench.exaone2025.cptac_gbm.immune-class,task.pathobench.cptac_gbm.immune-class,artifact.pathobench.cptac_gbm,pathobench,cptac_gbm,Immune_class,tme_characterization,Immune_class,case,classification,99,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,"Protocol variant of pathobench.cptac_gbm.immune-class; shares task_identity_id and dataset_artifact_id but is kept separate because EXAONE reports macro-OvR AUROC for every classification task, including tasks whose current HF config uses bacc or weighted_kappa."
pathobench.exaone2025.cptac_gbm.tp53-mutation,pathobench.exaone2025.cptac_gbm.tp53-mutation,task.pathobench.cptac_gbm.tp53-mutation,artifact.pathobench.cptac_gbm,pathobench,cptac_gbm,TP53_mutation,mutation_prediction,TP53_mutation,case,classification,99,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,"Protocol variant of pathobench.cptac_gbm.tp53-mutation; shares task_identity_id and dataset_artifact_id but is kept separate because EXAONE reports macro-OvR AUROC for every classification task, including tasks whose current HF config uses bacc or weighted_kappa."
pathobench.exaone2025.cptac_hnsc.casp8-mutation,pathobench.exaone2025.cptac_hnsc.casp8-mutation,task.pathobench.cptac_hnsc.casp8-mutation,artifact.pathobench.cptac_hnsc,pathobench,cptac_hnsc,CASP8_mutation,mutation_prediction,CASP8_mutation,case,classification,107,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,"Protocol variant of pathobench.cptac_hnsc.casp8-mutation; shares task_identity_id and dataset_artifact_id but is kept separate because EXAONE reports macro-OvR AUROC for every classification task, including tasks whose current HF config uses bacc or weighted_kappa."
pathobench.exaone2025.cptac_hnsc.histologic-grade,pathobench.exaone2025.cptac_hnsc.histologic-grade,task.pathobench.cptac_hnsc.histologic-grade,artifact.pathobench.cptac_hnsc,pathobench,cptac_hnsc,Histologic_Grade,tumor_grading,Histologic_Grade,case,classification,107,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,"Protocol variant of pathobench.cptac_hnsc.histologic-grade; shares task_identity_id and dataset_artifact_id but is kept separate because EXAONE reports macro-OvR AUROC for every classification task, including tasks whose current HF config uses bacc or weighted_kappa."
pathobench.exaone2025.cptac_hnsc.immune-class,pathobench.exaone2025.cptac_hnsc.immune-class,task.pathobench.cptac_hnsc.immune-class,artifact.pathobench.cptac_hnsc,pathobench,cptac_hnsc,Immune_class,tme_characterization,Immune_class,case,classification,107,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,"Protocol variant of pathobench.cptac_hnsc.immune-class; shares task_identity_id and dataset_artifact_id but is kept separate because EXAONE reports macro-OvR AUROC for every classification task, including tasks whose current HF config uses bacc or weighted_kappa."
pathobench.exaone2025.cptac_hnsc.os,pathobench.exaone2025.cptac_hnsc.os,task.pathobench.cptac_hnsc.os,artifact.pathobench.cptac_hnsc,pathobench,cptac_hnsc,OS,survival_prediction,OS,case,survival,102,exaone2025_cox_probe,cindex,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,"Protocol variant of pathobench.cptac_hnsc.os; shares task_identity_id and dataset_artifact_id but is kept separate because EXAONE reports macro-OvR AUROC for every classification task, including tasks whose current HF config uses bacc or weighted_kappa."
pathobench.exaone2025.cptac_lscc.arid1a-mutation,pathobench.exaone2025.cptac_lscc.arid1a-mutation,task.pathobench.cptac_lscc.arid1a-mutation,artifact.pathobench.cptac_lscc,pathobench,cptac_lscc,ARID1A_mutation,mutation_prediction,ARID1A_mutation,case,classification,108,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,"Protocol variant of pathobench.cptac_lscc.arid1a-mutation; shares task_identity_id and dataset_artifact_id but is kept separate because EXAONE reports macro-OvR AUROC for every classification task, including tasks whose current HF config uses bacc or weighted_kappa."
pathobench.exaone2025.cptac_lscc.histologic-grade,pathobench.exaone2025.cptac_lscc.histologic-grade,task.pathobench.cptac_lscc.histologic-grade,artifact.pathobench.cptac_lscc,pathobench,cptac_lscc,Histologic_Grade,tumor_grading,Histologic_Grade,case,classification,104,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,"Protocol variant of pathobench.cptac_lscc.histologic-grade; shares task_identity_id and dataset_artifact_id but is kept separate because EXAONE reports macro-OvR AUROC for every classification task, including tasks whose current HF config uses bacc or weighted_kappa."
pathobench.exaone2025.cptac_lscc.immune-class,pathobench.exaone2025.cptac_lscc.immune-class,task.pathobench.cptac_lscc.immune-class,artifact.pathobench.cptac_lscc,pathobench,cptac_lscc,Immune_class,tme_characterization,Immune_class,case,classification,108,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,"Protocol variant of pathobench.cptac_lscc.immune-class; shares task_identity_id and dataset_artifact_id but is kept separate because EXAONE reports macro-OvR AUROC for every classification task, including tasks whose current HF config uses bacc or weighted_kappa."
pathobench.exaone2025.cptac_lscc.keap1-mutation,pathobench.exaone2025.cptac_lscc.keap1-mutation,task.pathobench.cptac_lscc.keap1-mutation,artifact.pathobench.cptac_lscc,pathobench,cptac_lscc,KEAP1_mutation,mutation_prediction,KEAP1_mutation,case,classification,108,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,"Protocol variant of pathobench.cptac_lscc.keap1-mutation; shares task_identity_id and dataset_artifact_id but is kept separate because EXAONE reports macro-OvR AUROC for every classification task, including tasks whose current HF config uses bacc or weighted_kappa."
pathobench.exaone2025.cptac_luad.egfr-mutation,pathobench.exaone2025.cptac_luad.egfr-mutation,task.pathobench.cptac_luad.egfr-mutation,artifact.pathobench.cptac_luad,pathobench,cptac_luad,EGFR_mutation,mutation_prediction,EGFR_mutation,case,classification,108,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,"Protocol variant of pathobench.cptac_luad.egfr-mutation; shares task_identity_id and dataset_artifact_id but is kept separate because EXAONE reports macro-OvR AUROC for every classification task, including tasks whose current HF config uses bacc or weighted_kappa."
pathobench.exaone2025.cptac_luad.immune-class,pathobench.exaone2025.cptac_luad.immune-class,task.pathobench.cptac_luad.immune-class,artifact.pathobench.cptac_luad,pathobench,cptac_luad,Immune_class,tme_characterization,Immune_class,case,classification,108,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,"Protocol variant of pathobench.cptac_luad.immune-class; shares task_identity_id and dataset_artifact_id but is kept separate because EXAONE reports macro-OvR AUROC for every classification task, including tasks whose current HF config uses bacc or weighted_kappa."
